WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,FavRank,FavOdd,GapRank,GapOdd,TotalSets,TotalWgames,TotalLgames,TotalGames,SumOdd,SumRank,Month
33,Bad Gastein,Gastein Ladies,2014-07-11,International,Outdoor,Clay,Quarterfinals,3,Rogers S.,Giorgi C.,147.0,40.0,413.0,1223.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,3.5,1.28,1.0,1.0,107.0,2.22,2.0,13.0,6.0,19.0,4.78,187.0,7
33,Bad Gastein,Gastein Ladies,2014-07-11,International,Outdoor,Clay,Quarterfinals,3,Errani S.,Scheepers C.,14.0,80.0,3125.0,715.0,2.0,6.0,6.0,1.0,6.0,3.0,2.0,1.0,Completed,1.12,6.0,0.0,0.0,66.0,4.88,3.0,14.0,10.0,24.0,7.12,94.0,7
33,Bad Gastein,Gastein Ladies,2014-07-12,International,Outdoor,Clay,Semifinals,3,Rogers S.,Errani S.,147.0,14.0,413.0,3125.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,5.5,1.14,1.0,1.0,133.0,4.36,2.0,13.0,9.0,22.0,6.64,161.0,7
33,Bad Gastein,Gastein Ladies,2014-07-13,International,Outdoor,Clay,The Final,3,Petkovic A.,Rogers S.,20.0,147.0,2235.0,413.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.28,3.75,0.0,0.0,127.0,2.47,2.0,12.0,6.0,18.0,5.03,167.0,7
34,Bucharest,Bucharest Open,2014-07-07,International,Outdoor,Clay,1st Round,3,Buyukakcay C.,Cepede Royg V.,164.0,128.0,378.0,480.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,2.5,1.5,1.0,1.0,36.0,1.0,2.0,12.0,5.0,17.0,4.0,292.0,7
34,Bucharest,Bucharest Open,2014-07-07,International,Outdoor,Clay,1st Round,3,Arruabarrena L.,Beck A.,120.0,59.0,518.0,930.0,4.0,6.0,6.0,2.0,7.0,6.0,2.0,1.0,Completed,2.5,1.5,1.0,1.0,61.0,1.0,3.0,17.0,14.0,31.0,4.0,179.0,7
34,Bucharest,Bucharest Open,2014-07-07,International,Outdoor,Clay,1st Round,3,Niculescu M.,Koukalova K.,68.0,32.0,845.0,1445.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,2.2,1.61,1.0,1.0,36.0,0.5900000000000001,2.0,12.0,3.0,15.0,3.810000000000001,100.0,7
34,Bucharest,Bucharest Open,2014-07-07,International,Outdoor,Clay,1st Round,3,Hercog P.,Tatishvili A.,61.0,108.0,915.0,574.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4.0,0.0,0.0,47.0,2.78,2.0,12.0,7.0,19.0,5.22,169.0,7
34,Bucharest,Bucharest Open,2014-07-09,International,Outdoor,Clay,1st Round,3,Bertens K.,Begu I.,85.0,64.0,689.0,898.0,6.0,0.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,2.0,1.72,1.0,1.0,21.0,0.28,3.0,15.0,8.0,23.0,3.72,149.0,7
34,Bucharest,Bucharest Open,2014-07-09,International,Outdoor,Clay,1st Round,3,Vinci R.,Dulgheru A.,24.0,98.0,1880.0,625.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.8,1.9,0.0,0.0,74.0,0.0999999999999998,2.0,12.0,5.0,17.0,3.7,122.0,7
34,Bucharest,Bucharest Open,2014-07-09,International,Outdoor,Clay,2nd Round,3,Hercog P.,Piter K.,61.0,104.0,915.0,607.0,6.0,2.0,5.0,7.0,7.0,6.0,2.0,1.0,Completed,1.12,6.0,0.0,0.0,43.0,4.88,3.0,18.0,15.0,33.0,7.12,165.0,7
34,Bucharest,Bucharest Open,2014-07-09,International,Outdoor,Clay,2nd Round,3,Niculescu M.,Kostova E.,68.0,244.0,845.0,219.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.18,4.5,0.0,0.0,176.0,3.3200000000000003,2.0,14.0,10.0,24.0,5.68,312.0,7
34,Bucharest,Bucharest Open,2014-07-10,International,Outdoor,Clay,2nd Round,3,Vinci R.,Soler Espinosa S.,24.0,79.0,1880.0,724.0,3.0,6.0,6.0,2.0,6.0,1.0,2.0,1.0,Completed,1.44,2.62,0.0,0.0,55.0,1.1800000000000002,3.0,15.0,9.0,24.0,4.0600000000000005,103.0,7
34,Bucharest,Bucharest Open,2014-07-11,International,Outdoor,Clay,Quarterfinals,3,Halep S.,Arruabarrena L.,3.0,120.0,6785.0,518.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.04,13.0,0.0,0.0,117.0,11.96,2.0,12.0,4.0,16.0,14.04,123.0,7
34,Bucharest,Bucharest Open,2014-07-12,International,Outdoor,Clay,Semifinals,3,Halep S.,Niculescu M.,3.0,68.0,6785.0,845.0,6.0,2.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,1.07,9.0,0.0,0.0,65.0,7.93,3.0,16.0,9.0,25.0,10.07,71.0,7
35,Bastad,Collector Swedish Open,2014-07-14,International,Outdoor,Clay,1st Round,3,Scheepers C.,Duque Marino M.,91.0,196.0,645.0,293.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.36,3.0,0.0,0.0,105.0,1.64,2.0,12.0,7.0,19.0,4.36,287.0,7
35,Bastad,Collector Swedish Open,2014-07-15,International,Outdoor,Clay,1st Round,3,Pfizenmaier D.,Hercog P.,134.0,58.0,461.0,945.0,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,3.75,1.25,1.0,1.0,76.0,2.5,2.0,14.0,11.0,25.0,5.0,192.0,7
35,Bastad,Collector Swedish Open,2014-07-15,International,Outdoor,Clay,1st Round,3,Kanepi K.,Larsson J.,54.0,78.0,1000.0,738.0,6.0,2.0,4.0,6.0,7.0,5.0,2.0,1.0,Completed,1.5,2.5,0.0,0.0,24.0,1.0,3.0,17.0,13.0,30.0,4.0,132.0,7
35,Bastad,Collector Swedish Open,2014-07-16,International,Outdoor,Clay,2nd Round,3,Cepelova J.,Kontaveit A.,71.0,161.0,794.0,379.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,2.0,1.72,0.0,1.0,90.0,0.28,2.0,12.0,7.0,19.0,3.72,232.0,7
35,Bastad,Collector Swedish Open,2014-07-16,International,Outdoor,Clay,2nd Round,3,Scheepers C.,Siegemund L.,91.0,201.0,645.0,285.0,3.0,6.0,6.0,4.0,7.0,5.0,2.0,1.0,Completed,1.66,2.1,0.0,0.0,110.0,0.4400000000000001,3.0,16.0,15.0,31.0,3.76,292.0,7
35,Bastad,Collector Swedish Open,2014-07-16,International,Outdoor,Clay,2nd Round,3,Arruabarrena L.,Beck A.,108.0,64.0,573.0,896.0,2.0,6.0,6.0,4.0,7.0,6.0,2.0,1.0,Completed,2.0,1.72,1.0,1.0,44.0,0.28,3.0,15.0,16.0,31.0,3.72,172.0,7
35,Bastad,Collector Swedish Open,2014-07-16,International,Outdoor,Clay,2nd Round,3,Putintseva Y.,Pfizenmaier D.,204.0,134.0,275.0,461.0,6.0,3.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,1.72,2.0,1.0,0.0,70.0,0.28,3.0,16.0,11.0,27.0,3.72,338.0,7
35,Bastad,Collector Swedish Open,2014-07-17,International,Outdoor,Clay,2nd Round,3,Soler Espinosa S.,Goerges J.,84.0,94.0,684.0,640.0,4.0,6.0,6.0,1.0,6.0,3.0,2.0,1.0,Completed,2.1,1.66,0.0,1.0,10.0,0.4400000000000001,3.0,16.0,10.0,26.0,3.76,178.0,7
35,Bastad,Collector Swedish Open,2014-07-18,International,Outdoor,Clay,Quarterfinals,3,Soler Espinosa S.,Panova A.,84.0,137.0,684.0,449.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.4,0.0,0.0,53.0,2.07,2.0,12.0,5.0,17.0,4.73,221.0,7
35,Bastad,Collector Swedish Open,2014-07-18,International,Outdoor,Clay,Quarterfinals,3,Cepelova J.,Putintseva Y.,71.0,204.0,794.0,275.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.66,2.2,0.0,0.0,133.0,0.5400000000000003,2.0,13.0,9.0,22.0,3.86,275.0,7
35,Bastad,Collector Swedish Open,2014-07-19,International,Outdoor,Clay,Semifinals,3,Scheepers C.,Cepelova J.,91.0,71.0,645.0,794.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.8,2.0,1.0,0.0,20.0,0.1999999999999999,2.0,13.0,7.0,20.0,3.8,162.0,7
35,Bastad,Collector Swedish Open,2014-07-19,International,Outdoor,Clay,Semifinals,3,Barthel M.,Soler Espinosa S.,61.0,84.0,908.0,684.0,6.0,2.0,4.0,6.0,7.0,5.0,2.0,1.0,Completed,1.72,2.1,0.0,0.0,23.0,0.3800000000000001,3.0,17.0,13.0,30.0,3.82,145.0,7
35,Bastad,Collector Swedish Open,2014-07-20,International,Outdoor,Clay,The Final,3,Barthel M.,Scheepers C.,61.0,91.0,908.0,645.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.72,2.1,0.0,0.0,30.0,0.3800000000000001,2.0,13.0,9.0,22.0,3.82,152.0,7
36,Istanbul,TEB BNP Paribas Istanbul Cup,2014-07-14,International,Outdoor,Hard,1st Round,3,Koukalova K.,Vekic D.,33.0,74.0,1415.0,755.0,4.0,6.0,6.0,0.0,6.0,4.0,2.0,1.0,Completed,1.53,2.37,0.0,0.0,41.0,0.8400000000000001,3.0,16.0,10.0,26.0,3.9,107.0,7
36,Istanbul,TEB BNP Paribas Istanbul Cup,2014-07-15,International,Outdoor,Hard,1st Round,3,Konjuh A.,Rybarikova M.,139.0,37.0,440.0,1345.0,3.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.8,1.9,1.0,0.0,102.0,0.0999999999999998,3.0,15.0,13.0,28.0,3.7,176.0,7
36,Istanbul,TEB BNP Paribas Istanbul Cup,2014-07-15,International,Outdoor,Hard,1st Round,3,Siniakova K.,Glushko J.,130.0,103.0,469.0,594.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.36,3.0,1.0,0.0,27.0,1.64,2.0,12.0,6.0,18.0,4.36,233.0,7
36,Istanbul,TEB BNP Paribas Istanbul Cup,2014-07-15,International,Outdoor,Hard,1st Round,3,Peer S.,Kulichkova E.,97.0,207.0,625.0,273.0,1.0,6.0,6.0,1.0,6.0,4.0,2.0,1.0,Completed,2.75,1.4,0.0,1.0,110.0,1.35,3.0,13.0,11.0,24.0,4.15,304.0,7
36,Istanbul,TEB BNP Paribas Istanbul Cup,2014-07-15,International,Outdoor,Hard,1st Round,3,Mladenovic K.,Mayr P.,102.0,77.0,596.0,739.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.57,2.25,1.0,0.0,25.0,0.6799999999999999,2.0,12.0,6.0,18.0,3.82,179.0,7
36,Istanbul,TEB BNP Paribas Istanbul Cup,2014-07-15,International,Outdoor,Hard,1st Round,3,Schiavone F.,Jaksic J.,75.0,123.0,740.0,503.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.4,2.75,0.0,0.0,48.0,1.35,2.0,12.0,5.0,17.0,4.15,198.0,7
36,Istanbul,TEB BNP Paribas Istanbul Cup,2014-07-15,International,Outdoor,Hard,1st Round,3,Dulgheru A.,Kozlova K.,99.0,128.0,619.0,477.0,3.0,6.0,6.0,0.0,6.0,3.0,2.0,1.0,Completed,1.72,2.0,0.0,0.0,29.0,0.28,3.0,15.0,9.0,24.0,3.72,227.0,7
36,Istanbul,TEB BNP Paribas Istanbul Cup,2014-07-16,International,Outdoor,Hard,2nd Round,3,Svitolina E.,Voegele S.,35.0,72.0,1395.0,780.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.61,2.2,0.0,0.0,37.0,0.5900000000000001,2.0,12.0,3.0,15.0,3.810000000000001,107.0,7
36,Istanbul,TEB BNP Paribas Istanbul Cup,2014-07-16,International,Outdoor,Hard,2nd Round,3,Mladenovic K.,Koukalova K.,102.0,33.0,596.0,1415.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,2.5,1.5,1.0,1.0,69.0,1.0,2.0,12.0,4.0,16.0,4.0,135.0,7
36,Istanbul,TEB BNP Paribas Istanbul Cup,2014-07-17,International,Outdoor,Hard,2nd Round,3,Nara K.,Siniakova K.,38.0,130.0,1284.0,469.0,7.0,6.0,6.0,7.0,6.0,2.0,2.0,1.0,Completed,1.66,2.1,0.0,0.0,92.0,0.4400000000000001,3.0,19.0,15.0,34.0,3.76,168.0,7
36,Istanbul,TEB BNP Paribas Istanbul Cup,2014-07-17,International,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Peer S.,47.0,97.0,1100.0,625.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.22,4.0,0.0,0.0,50.0,2.78,2.0,13.0,7.0,20.0,5.22,144.0,7
36,Istanbul,TEB BNP Paribas Istanbul Cup,2014-07-18,International,Outdoor,Hard,Quarterfinals,3,Mladenovic K.,Schiavone F.,102.0,75.0,596.0,740.0,3.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,2.1,1.72,1.0,1.0,27.0,0.3800000000000001,3.0,16.0,14.0,30.0,3.82,177.0,7
36,Istanbul,TEB BNP Paribas Istanbul Cup,2014-07-18,International,Outdoor,Hard,Quarterfinals,3,Vinci R.,Nara K.,24.0,38.0,1780.0,1284.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.5,2.62,0.0,0.0,14.0,1.12,2.0,12.0,2.0,14.0,4.12,62.0,7
36,Istanbul,TEB BNP Paribas Istanbul Cup,2014-07-19,International,Outdoor,Hard,Semifinals,3,Wozniacki C.,Mladenovic K.,15.0,102.0,2825.0,596.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.16,5.0,0.0,0.0,87.0,3.84,2.0,12.0,5.0,17.0,6.16,117.0,7
37,Baku,Baku Cup,2014-07-22,International,Outdoor,Hard,1st Round,3,Glushko J.,Bondarenko K.,102.0,679.0,594.0,32.0,6.0,2.0,2.0,6.0,7.0,5.0,2.0,1.0,Completed,2.25,1.57,0.0,1.0,577.0,0.6799999999999999,3.0,15.0,13.0,28.0,3.82,781.0,7
37,Baku,Baku Cup,2014-07-22,International,Outdoor,Hard,1st Round,3,Svitolina E.,Abduraimova N.,37.0,191.0,1325.0,298.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.12,6.0,0.0,0.0,154.0,4.88,2.0,12.0,6.0,18.0,7.12,228.0,7
37,Baku,Baku Cup,2014-07-22,International,Outdoor,Hard,1st Round,3,Cirstea S.,Jabeur O.,29.0,153.0,1521.0,391.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.4,2.75,0.0,0.0,124.0,1.35,2.0,12.0,6.0,18.0,4.15,182.0,7
37,Baku,Baku Cup,2014-07-23,International,Outdoor,Hard,2nd Round,3,Eguchi M.,Radwanska U.,183.0,117.0,315.0,529.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,2.25,1.57,1.0,1.0,66.0,0.6799999999999999,2.0,12.0,3.0,15.0,3.82,300.0,7
37,Baku,Baku Cup,2014-07-23,International,Outdoor,Hard,2nd Round,3,Jovanovski B.,Piter K.,40.0,120.0,1200.0,513.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.3,3.4,0.0,0.0,80.0,2.1,2.0,12.0,4.0,16.0,4.7,160.0,7
37,Baku,Baku Cup,2014-07-23,International,Outdoor,Hard,2nd Round,3,Parmentier P.,Cepelova J.,95.0,62.0,637.0,894.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,2.37,1.53,1.0,1.0,33.0,0.8400000000000001,2.0,13.0,10.0,23.0,3.9,157.0,7
37,Baku,Baku Cup,2014-07-24,International,Outdoor,Hard,2nd Round,3,Svitolina E.,Soler Espinosa S.,37.0,73.0,1325.0,780.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.36,3.0,0.0,0.0,36.0,1.64,2.0,13.0,7.0,20.0,4.36,110.0,7
37,Baku,Baku Cup,2014-07-25,International,Outdoor,Hard,Quarterfinals,3,Svitolina E.,Parmentier P.,37.0,95.0,1325.0,637.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.22,4.33,0.0,0.0,58.0,3.1100000000000003,2.0,12.0,8.0,20.0,5.55,132.0,7
37,Baku,Baku Cup,2014-07-26,International,Outdoor,Hard,Semifinals,3,Svitolina E.,Schiavone F.,37.0,75.0,1325.0,770.0,3.0,6.0,6.0,1.0,6.0,4.0,2.0,1.0,Completed,1.72,2.1,0.0,0.0,38.0,0.3800000000000001,3.0,15.0,11.0,26.0,3.82,112.0,7
38,Stanford,Bank of the West Classic,2014-07-28,Premier,Outdoor,Hard,1st Round,3,Pliskova Ka.,Date Krumm K.,45.0,43.0,1130.0,1140.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.33,3.25,1.0,0.0,2.0,1.92,2.0,12.0,4.0,16.0,4.58,88.0,7
38,Stanford,Bank of the West Classic,2014-07-29,Premier,Outdoor,Hard,1st Round,3,Petkovic A.,Tomljanovic A.,18.0,55.0,2460.0,985.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.25,3.75,0.0,0.0,37.0,2.5,2.0,12.0,5.0,17.0,5.0,73.0,7
38,Stanford,Bank of the West Classic,2014-07-29,Premier,Outdoor,Hard,1st Round,3,Vandeweghe C.,Ahn K.,48.0,912.0,1085.0,13.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.08,8.0,0.0,0.0,864.0,6.92,2.0,13.0,7.0,20.0,9.08,960.0,7
38,Stanford,Bank of the West Classic,2014-07-29,Premier,Outdoor,Hard,1st Round,3,Muguruza G.,Cibulkova D.,28.0,12.0,1535.0,3167.0,6.0,2.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,2.25,1.57,1.0,1.0,16.0,0.6799999999999999,3.0,16.0,10.0,26.0,3.82,40.0,7
38,Stanford,Bank of the West Classic,2014-07-29,Premier,Outdoor,Hard,1st Round,3,Ivanovic A.,Lisicki S.,11.0,29.0,3660.0,1427.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.28,3.5,0.0,0.0,18.0,2.22,2.0,13.0,7.0,20.0,4.78,40.0,7
38,Stanford,Bank of the West Classic,2014-07-30,Premier,Outdoor,Hard,2nd Round,3,Lepchenko V.,Radwanska A.,59.0,5.0,932.0,5130.0,6.0,3.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,5.0,1.16,1.0,1.0,54.0,3.84,3.0,15.0,13.0,28.0,6.16,64.0,7
38,Stanford,Bank of the West Classic,2014-07-31,Premier,Outdoor,Hard,2nd Round,3,Muguruza G.,Hantuchova D.,28.0,33.0,1535.0,1361.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.28,3.5,0.0,0.0,5.0,2.22,2.0,12.0,8.0,20.0,4.78,61.0,7
38,Stanford,Bank of the West Classic,2014-07-31,Premier,Outdoor,Hard,2nd Round,3,Kerber A.,Vandeweghe C.,8.0,48.0,4365.0,1085.0,7.0,6.0,0.0,6.0,6.0,2.0,2.0,1.0,Completed,1.33,3.25,0.0,0.0,40.0,1.92,3.0,13.0,14.0,27.0,4.58,56.0,7
38,Stanford,Bank of the West Classic,2014-07-31,Premier,Outdoor,Hard,2nd Round,3,Ivanovic A.,Zhao C.,11.0,421.0,3660.0,83.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.03,15.0,0.0,0.0,410.0,13.97,2.0,12.0,2.0,14.0,16.03,432.0,7
38,Stanford,Bank of the West Classic,2014-08-01,Premier,Outdoor,Hard,2nd Round,3,Williams V.,Azarenka V.,25.0,10.0,1726.0,3812.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,2.0,1.72,1.0,1.0,15.0,0.28,2.0,13.0,10.0,23.0,3.72,35.0,8
38,Stanford,Bank of the West Classic,2014-08-01,Premier,Outdoor,Hard,Quarterfinals,3,Kerber A.,Muguruza G.,8.0,28.0,4365.0,1535.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.72,2.1,0.0,0.0,20.0,0.3800000000000001,2.0,12.0,3.0,15.0,3.82,36.0,8
38,Stanford,Bank of the West Classic,2014-08-01,Premier,Outdoor,Hard,Quarterfinals,3,Lepchenko V.,Vickery S.,59.0,193.0,932.0,292.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.4,3.0,0.0,0.0,134.0,1.6,2.0,12.0,1.0,13.0,4.4,252.0,8
38,Stanford,Bank of the West Classic,2014-08-02,Premier,Outdoor,Hard,Semifinals,3,Williams S.,Petkovic A.,1.0,18.0,9231.0,2460.0,7.0,5.0,6.0,0.0,,,2.0,0.0,Completed,1.2,4.5,0.0,0.0,17.0,3.3,2.0,13.0,5.0,18.0,5.7,19.0,8
39,Washington,Citi Open,2014-07-28,International,Outdoor,Hard,1st Round,3,King V.,Abanda F.,76.0,214.0,740.0,269.0,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.36,3.0,0.0,0.0,138.0,1.64,2.0,12.0,2.0,14.0,4.36,290.0,7
39,Washington,Citi Open,2014-07-28,International,Outdoor,Hard,1st Round,3,Kuwata H.,Riske A.,200.0,46.0,280.0,1121.0,6.0,0.0,7.0,5.0,,,2.0,0.0,Completed,4.33,1.2,1.0,1.0,154.0,3.13,2.0,13.0,5.0,18.0,5.53,246.0,7
39,Washington,Citi Open,2014-07-29,International,Outdoor,Hard,1st Round,3,Nara K.,Keys M.,40.0,27.0,1248.0,1545.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,4.0,1.22,1.0,1.0,13.0,2.78,2.0,13.0,8.0,21.0,5.22,67.0,7
39,Washington,Citi Open,2014-07-29,International,Outdoor,Hard,1st Round,3,Cirstea S.,Bertens K.,35.0,77.0,1351.0,736.0,6.0,4.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,2.25,1.57,0.0,1.0,42.0,0.6799999999999999,3.0,16.0,13.0,29.0,3.82,112.0,7
39,Washington,Citi Open,2014-07-29,International,Outdoor,Hard,1st Round,3,Mladenovic K.,Safarova L.,78.0,17.0,735.0,2675.0,2.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,3.5,1.28,1.0,1.0,61.0,2.22,3.0,14.0,12.0,26.0,4.78,95.0,7
39,Washington,Citi Open,2014-07-29,International,Outdoor,Hard,1st Round,3,Jovanovski B.,Rogowska O.,36.0,104.0,1350.0,556.0,6.0,7.0,7.0,5.0,7.0,5.0,2.0,1.0,Completed,1.53,2.37,0.0,0.0,68.0,0.8400000000000001,3.0,20.0,17.0,37.0,3.9,140.0,7
39,Washington,Citi Open,2014-07-30,International,Outdoor,Hard,1st Round,3,Davis L.,Peng S.,43.0,41.0,1140.0,1175.0,1.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.53,2.37,1.0,0.0,2.0,0.8400000000000001,3.0,13.0,12.0,25.0,3.9,84.0,7
39,Washington,Citi Open,2014-07-30,International,Outdoor,Hard,2nd Round,3,Erakovic M.,Rogers S.,82.0,121.0,689.0,493.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,2.37,1.57,0.0,1.0,39.0,0.8,2.0,12.0,4.0,16.0,3.94,203.0,7
39,Washington,Citi Open,2014-07-30,International,Outdoor,Hard,2nd Round,3,Jovanovski B.,Cirstea S.,36.0,35.0,1350.0,1351.0,4.0,6.0,7.0,5.0,6.0,3.0,2.0,1.0,Completed,2.0,1.72,1.0,1.0,1.0,0.28,3.0,17.0,14.0,31.0,3.72,71.0,7
39,Washington,Citi Open,2014-08-01,International,Outdoor,Hard,Quarterfinals,3,Nara K.,Mladenovic K.,40.0,78.0,1248.0,735.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,2.5,1.53,0.0,1.0,38.0,0.97,2.0,12.0,4.0,16.0,4.03,118.0,8
39,Washington,Citi Open,2014-08-01,International,Outdoor,Hard,Quarterfinals,3,Erakovic M.,Jovanovski B.,82.0,36.0,689.0,1350.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.8,2.0,1.0,0.0,46.0,0.1999999999999999,2.0,12.0,8.0,20.0,3.8,118.0,8
39,Washington,Citi Open,2014-08-02,International,Outdoor,Hard,Semifinals,3,Nara K.,Erakovic M.,40.0,82.0,1248.0,689.0,0.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,1.61,2.3,0.0,0.0,42.0,0.6899999999999997,3.0,12.0,14.0,26.0,3.91,122.0,8
40,Montreal,Rogers Cup,2014-08-04,Premier,Outdoor,Hard,1st Round,3,Zahlavova Strycova B.,Vinci R.,37.0,25.0,1302.0,1840.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,2.25,1.57,1.0,1.0,12.0,0.6799999999999999,2.0,14.0,10.0,24.0,3.82,62.0,8
40,Montreal,Rogers Cup,2014-08-04,Premier,Outdoor,Hard,1st Round,3,Lisicki S.,Errani S.,29.0,15.0,1427.0,3035.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.83,1.83,1.0,0.5,14.0,0.0,2.0,13.0,6.0,19.0,3.66,44.0,8
40,Montreal,Rogers Cup,2014-08-04,Premier,Outdoor,Hard,1st Round,3,Watson H.,Smitkova T.,57.0,93.0,970.0,633.0,6.0,4.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,1.4,2.75,0.0,0.0,36.0,1.35,3.0,17.0,15.0,32.0,4.15,150.0,8
40,Montreal,Rogers Cup,2014-08-04,Premier,Outdoor,Hard,1st Round,3,Safarova L.,Cirstea S.,17.0,36.0,2675.0,1311.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.28,3.5,0.0,0.0,19.0,2.22,2.0,12.0,6.0,18.0,4.78,53.0,8
40,Montreal,Rogers Cup,2014-08-04,Premier,Outdoor,Hard,1st Round,3,Cibulkova D.,Abanda F.,12.0,209.0,3167.0,269.0,6.0,1.0,3.0,6.0,6.0,0.0,2.0,1.0,Completed,1.06,10.0,0.0,0.0,197.0,8.94,3.0,15.0,7.0,22.0,11.06,221.0,8
40,Montreal,Rogers Cup,2014-08-05,Premier,Outdoor,Hard,1st Round,3,Putintseva Y.,Pennetta F.,164.0,14.0,356.0,3039.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,3.5,1.28,1.0,1.0,150.0,2.22,2.0,13.0,9.0,22.0,4.78,178.0,8
40,Montreal,Rogers Cup,2014-08-05,Premier,Outdoor,Hard,1st Round,3,Williams V.,Pavlyuchenkova A.,26.0,24.0,1825.0,1895.0,6.0,1.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,1.44,2.62,1.0,0.0,2.0,1.1800000000000002,3.0,15.0,9.0,24.0,4.0600000000000005,50.0,8
40,Montreal,Rogers Cup,2014-08-05,Premier,Outdoor,Hard,1st Round,3,Stosur S.,Puig M.,21.0,67.0,2050.0,870.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.5,2.5,0.0,0.0,46.0,1.0,2.0,12.0,4.0,16.0,4.0,88.0,8
40,Montreal,Rogers Cup,2014-08-05,Premier,Outdoor,Hard,1st Round,3,Vandeweghe C.,Zhang S.,51.0,30.0,1060.0,1396.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.25,3.75,1.0,0.0,21.0,2.5,2.0,12.0,6.0,18.0,5.0,81.0,8
